,2k,4k,6k,500k,1k,3k,8k
2955,25,5,30,15.0,15.0,15.0,25.0
2956,25,5,35,15.0,15.0,15.0,25.0
2957,25,5,40,15.0,15.0,15.0,30.0
2958,25,5,45,15.0,15.0,15.0,35.0
2959,25,5,50,15.0,15.0,15.0,35.0
2960,25,5,55,15.0,15.0,15.0,40.0
2961,25,5,60,15.0,15.0,15.0,45.0
2962,25,5,65,15.0,15.0,20.0,50.0
2963,25,5,70,15.0,15.0,15.0,55.0
2964,25,5,75,15.0,15.0,15.0,60.0
2965,25,5,80,15.0,10.0,15.0,65.0
2966,25,5,85,10.0,10.0,15.0,70.0
2967,25,5,90,10.0,10.0,15.0,70.0
2968,25,5,95,10.0,10.0,15.0,70.0
2969,25,5,100,10.0,10.0,15.0,75.0
2970,25,10,-5,10.0,15.0,15.0,10.0
2971,25,10,0,10.0,15.0,15.0,10.0
2972,25,10,5,15.0,15.0,15.0,10.0
2973,25,10,10,15.0,15.0,15.0,15.0
2974,25,10,15,15.0,15.0,15.0,15.0
2975,25,10,20,15.0,15.0,15.0,20.0
2976,25,10,25,15.0,15.0,15.0,20.0
2977,25,10,30,15.0,15.0,15.0,25.0
2978,25,10,35,15.0,15.0,15.0,30.0
2979,25,10,40,15.0,15.0,20.0,35.0
2980,25,10,45,15.0,15.0,20.0,35.0
2981,25,10,50,15.0,15.0,20.0,35.0
2982,25,10,55,15.0,15.0,20.0,40.0
2983,25,10,60,15.0,15.0,20.0,50.0
2984,25,10,65,15.0,15.0,20.0,55.0
2985,25,10,70,15.0,15.0,20.0,55.0
2986,25,10,75,15.0,15.0,20.0,60.0
2987,25,10,80,15.0,15.0,15.0,65.0
2988,25,10,85,15.0,15.0,15.0,70.0
2989,25,10,90,15.0,15.0,15.0,70.0
2990,25,10,95,15.0,15.0,15.0,75.0
2991,25,10,100,15.0,15.0,15.0,75.0
2992,25,15,-5,10.0,15.0,15.0,10.0
2993,25,15,0,10.0,15.0,15.0,10.0
2994,25,15,5,15.0,15.0,15.0,10.0
2995,25,15,10,15.0,15.0,20.0,15.0
2996,25,15,15,15.0,15.0,20.0,15.0
2997,25,15,20,15.0,15.0,20.0,20.0
2998,25,15,25,15.0,15.0,20.0,20.0
2999,25,15,30,15.0,15.0,20.0,25.0
3000,25,15,35,15.0,15.0,20.0,30.0
3001,25,15,40,15.0,15.0,20.0,35.0
3002,25,15,45,15.0,15.0,20.0,35.0
3003,25,15,50,15.0,15.0,20.0,40.0
3004,25,15,55,15.0,15.0,20.0,45.0
3005,25,15,60,15.0,15.0,20.0,50.0
3006,25,15,65,15.0,15.0,20.0,55.0
3007,25,15,70,15.0,15.0,20.0,60.0
3008,25,15,75,15.0,15.0,20.0,65.0
3009,25,15,80,15.0,15.0,20.0,70.0
3010,25,15,85,15.0,15.0,20.0,70.0
3011,25,15,90,15.0,15.0,20.0,75.0
3012,25,15,95,15.0,15.0,20.0,75.0
3013,25,15,100,15.0,15.0,15.0,75.0
3014,25,20,-5,10.0,15.0,20.0,10.0
3015,25,20,0,10.0,15.0,20.0,10.0
3016,25,20,5,15.0,15.0,20.0,10.0
3017,25,20,10,15.0,15.0,20.0,15.0
3018,25,20,15,15.0,15.0,20.0,15.0
3019,25,20,20,15.0,15.0,20.0,20.0
3020,25,20,25,15.0,15.0,20.0,25.0
3021,25,20,30,15.0,15.0,20.0,25.0
3022,25,20,35,15.0,15.0,20.0,30.0
3023,25,20,40,15.0,15.0,20.0,35.0
3024,25,20,45,15.0,15.0,25.0,40.0
3025,25,20,50,15.0,15.0,25.0,45.0
3026,25,20,55,15.0,15.0,25.0,45.0
3027,25,20,60,15.0,15.0,25.0,50.0
3028,25,20,65,15.0,15.0,20.0,55.0
3029,25,20,70,15.0,15.0,20.0,60.0
3030,25,20,75,15.0,15.0,20.0,65.0
3031,25,20,80,15.0,15.0,20.0,70.0
3032,25,20,85,15.0,15.0,20.0,75.0
3033,25,20,90,15.0,15.0,20.0,75.0
3034,25,20,95,15.0,15.0,20.0,75.0
3035,25,20,100,15.0,15.0,20.0,80.0
3036,25,25,-5,10.0,15.0,20.0,10.0
3037,25,25,0,10.0,15.0,20.0,10.0
3038,25,25,5,15.0,15.0,20.0,10.0
3039,25,25,10,15.0,15.0,25.0,15.0
3040,25,25,15,15.0,15.0,25.0,15.0
3041,25,25,20,15.0,15.0,25.0,20.0
3042,25,25,25,15.0,15.0,25.0,25.0
3043,25,25,30,15.0,15.0,25.0,30.0
3044,25,25,35,15.0,15.0,25.0,30.0
3045,25,25,40,15.0,15.0,25.0,35.0
3046,25,25,45,15.0,20.0,25.0,40.0
3047,25,25,50,15.0,20.0,25.0,45.0
3048,25,25,55,15.0,15.0,25.0,50.0
3049,25,25,60,15.0,15.0,25.0,55.0
3050,25,25,65,15.0,15.0,25.0,55.0
3051,25,25,70,15.0,15.0,25.0,60.0
3052,25,25,75,15.0,15.0,25.0,65.0
3053,25,25,80,15.0,15.0,25.0,70.0
3054,25,25,85,15.0,15.0,25.0,70.0
3055,25,25,90,15.0,15.0,20.0,75.0
3056,25,25,95,15.0,15.0,20.0,80.0
3057,25,25,100,15.0,15.0,20.0,80.0
3058,25,30,-5,10.0,15.0,25.0,10.0
3059,25,30,0,10.0,15.0,25.0,10.0
3060,25,30,5,10.0,15.0,25.0,10.0
3061,25,30,10,15.0,15.0,25.0,15.0
3062,25,30,15,15.0,15.0,25.0,15.0
3063,25,30,20,15.0,15.0,25.0,20.0
3064,25,30,25,15.0,15.0,25.0,25.0
3065,25,30,30,15.0,15.0,25.0,30.0
3066,25,30,35,15.0,15.0,25.0,35.0
3067,25,30,40,15.0,20.0,25.0,40.0
3068,25,30,45,15.0,20.0,25.0,40.0
3069,25,30,50,15.0,15.0,30.0,45.0
3070,25,30,55,15.0,15.0,30.0,50.0
3071,25,30,60,15.0,15.0,30.0,55.0
3072,25,30,65,15.0,15.0,30.0,60.0
3073,25,30,70,15.0,20.0,30.0,60.0
3074,25,30,75,15.0,15.0,30.0,65.0
3075,25,30,80,15.0,15.0,30.0,70.0
3076,25,30,85,15.0,15.0,25.0,75.0
3077,25,30,90,15.0,15.0,25.0,75.0
3078,25,30,95,15.0,15.0,25.0,80.0
3079,25,30,100,15.0,15.0,25.0,80.0
3080,25,35,-5,10.0,10.0,30.0,10.0
3081,25,35,0,10.0,10.0,30.0,10.0
3082,25,35,5,10.0,15.0,30.0,10.0
3083,25,35,10,10.0,15.0,30.0,15.0
3084,25,35,15,15.0,15.0,30.0,15.0
3085,25,35,20,15.0,15.0,30.0,20.0
3086,25,35,25,15.0,15.0,30.0,25.0
3087,25,35,30,15.0,15.0,30.0,30.0
3088,25,35,35,15.0,15.0,30.0,35.0
3089,25,35,40,15.0,15.0,30.0,40.0
3090,25,35,45,15.0,15.0,30.0,45.0
3091,25,35,50,15.0,20.0,30.0,45.0
3092,25,35,55,15.0,15.0,30.0,50.0
3093,25,35,60,15.0,20.0,30.0,55.0
3094,25,35,65,15.0,20.0,30.0,60.0
3095,25,35,70,15.0,15.0,30.0,65.0
3096,25,35,75,15.0,15.0,30.0,70.0
3097,25,35,80,15.0,15.0,30.0,70.0
3098,25,35,85,15.0,15.0,30.0,75.0
3099,25,35,90,15.0,15.0,30.0,75.0
3100,25,35,95,15.0,15.0,30.0,80.0
3101,25,35,100,15.0,15.0,30.0,80.0
3102,25,40,-5,10.0,10.0,30.0,10.0
3103,25,40,0,10.0,10.0,35.0,10.0
3104,25,40,5,10.0,10.0,30.0,15.0
3105,25,40,10,10.0,15.0,35.0,15.0
3106,25,40,15,10.0,15.0,35.0,15.0
3107,25,40,20,15.0,15.0,35.0,20.0
3108,25,40,25,15.0,15.0,35.0,25.0
3109,25,40,30,15.0,15.0,35.0,30.0
3110,25,40,35,15.0,15.0,35.0,35.0
3111,25,40,40,15.0,15.0,35.0,40.0
3112,25,40,45,15.0,15.0,35.0,40.0
3113,25,40,50,15.0,15.0,35.0,45.0
3114,25,40,55,15.0,15.0,35.0,50.0
3115,25,40,60,15.0,15.0,35.0,55.0
3116,25,40,65,15.0,15.0,35.0,60.0
3117,25,40,70,15.0,15.0,35.0,65.0
3118,25,40,75,15.0,15.0,35.0,70.0
3119,25,40,80,15.0,15.0,35.0,75.0
3120,25,40,85,15.0,15.0,30.0,75.0
3121,25,40,90,15.0,15.0,30.0,75.0
3122,25,40,95,15.0,15.0,30.0,80.0
3123,25,40,100,15.0,15.0,30.0,80.0
3124,25,45,-5,10.0,10.0,35.0,10.0
3125,25,45,0,10.0,10.0,35.0,10.0
3126,25,45,5,10.0,10.0,35.0,15.0
3127,25,45,10,10.0,10.0,35.0,15.0
3128,25,45,15,10.0,15.0,35.0,15.0
3129,25,45,20,15.0,15.0,35.0,20.0
3130,25,45,25,15.0,15.0,35.0,25.0
3131,25,45,30,15.0,15.0,35.0,25.0
3132,25,45,35,15.0,15.0,35.0,30.0
3133,25,45,40,15.0,15.0,35.0,35.0
3134,25,45,45,15.0,15.0,35.0,40.0
3135,25,45,50,15.0,15.0,35.0,45.0
3136,25,45,55,15.0,15.0,35.0,55.0
3137,25,45,60,15.0,15.0,35.0,55.0
3138,25,45,65,15.0,15.0,35.0,60.0
3139,25,45,70,15.0,15.0,35.0,65.0
3140,25,45,75,15.0,15.0,35.0,70.0
3141,25,45,80,15.0,15.0,35.0,70.0
3142,25,45,85,15.0,15.0,35.0,75.0
3143,25,45,90,15.0,15.0,35.0,75.0
3144,25,45,95,15.0,15.0,35.0,80.0
3145,25,45,100,15.0,15.0,35.0,80.0
3146,25,50,-5,10.0,10.0,35.0,15.0
3147,25,50,0,10.0,10.0,40.0,15.0
3148,25,50,5,10.0,10.0,40.0,15.0
3149,25,50,10,10.0,10.0,40.0,15.0
3150,25,50,15,10.0,15.0,40.0,15.0
3151,25,50,20,15.0,15.0,40.0,20.0
3152,25,50,25,10.0,15.0,40.0,20.0
3153,25,50,30,15.0,15.0,40.0,25.0
3154,25,50,35,15.0,15.0,40.0,30.0
3155,25,50,40,15.0,15.0,40.0,35.0
3156,25,50,45,15.0,15.0,40.0,40.0
3157,25,50,50,15.0,15.0,40.0,45.0
3158,25,50,55,15.0,15.0,40.0,50.0
3159,25,50,60,15.0,15.0,40.0,55.0
3160,25,50,65,15.0,15.0,40.0,60.0
3161,25,50,70,15.0,15.0,40.0,65.0
3162,25,50,75,15.0,15.0,40.0,70.0
3163,25,50,80,15.0,15.0,40.0,70.0
3164,25,50,85,15.0,15.0,40.0,75.0
3165,25,50,90,15.0,15.0,40.0,75.0
3166,25,50,95,15.0,15.0,40.0,80.0
3167,25,50,100,15.0,15.0,40.0,80.0
3168,25,55,-5,10.0,10.0,40.0,15.0
3169,25,55,0,10.0,10.0,40.0,15.0
3170,25,55,5,10.0,10.0,40.0,15.0
3171,25,55,10,10.0,10.0,40.0,15.0
3172,25,55,15,10.0,10.0,45.0,20.0
3173,25,55,20,10.0,15.0,45.0,20.0
3174,25,55,25,15.0,15.0,45.0,25.0
3175,25,55,30,15.0,15.0,45.0,25.0
3176,25,55,35,15.0,15.0,45.0,30.0
3177,25,55,40,15.0,15.0,45.0,35.0
3178,25,55,45,15.0,15.0,45.0,40.0
3179,25,55,50,15.0,15.0,45.0,45.0
3180,25,55,55,15.0,15.0,45.0,50.0
3181,25,55,60,15.0,15.0,45.0,55.0
3182,25,55,65,15.0,15.0,45.0,60.0
3183,25,55,70,15.0,15.0,45.0,65.0
3184,25,55,75,15.0,15.0,45.0,65.0
3185,25,55,80,15.0,15.0,45.0,70.0
3186,25,55,85,15.0,15.0,45.0,75.0
3187,25,55,90,15.0,15.0,45.0,80.0
3188,25,55,95,15.0,15.0,45.0,80.0
3189,25,55,100,15.0,15.0,45.0,80.0
3190,25,60,-5,10.0,10.0,40.0,15.0
3191,25,60,0,10.0,10.0,40.0,15.0
3192,25,60,5,10.0,10.0,45.0,15.0
3193,25,60,10,10.0,10.0,45.0,20.0
3194,25,60,15,10.0,10.0,45.0,20.0
3195,25,60,20,10.0,15.0,45.0,20.0
3196,25,60,25,10.0,15.0,45.0,25.0
3197,25,60,30,15.0,15.0,45.0,25.0
3198,25,60,35,15.0,15.0,50.0,30.0
3199,25,60,40,15.0,15.0,50.0,35.0
3200,25,60,45,15.0,15.0,50.0,40.0
3201,25,60,50,15.0,15.0,50.0,45.0
3202,25,60,55,15.0,15.0,50.0,50.0
3203,25,60,60,15.0,15.0,50.0,55.0
3204,25,60,65,15.0,15.0,50.0,60.0
3205,25,60,70,15.0,15.0,50.0,65.0
3206,25,60,75,15.0,15.0,50.0,70.0
3207,25,60,80,15.0,15.0,50.0,70.0
3208,25,60,85,15.0,15.0,50.0,75.0
3209,25,60,90,15.0,15.0,45.0,80.0
3210,25,60,95,15.0,15.0,45.0,80.0
3211,25,60,100,15.0,15.0,45.0,85.0
3212,25,65,-5,10.0,10.0,40.0,15.0
3213,25,65,0,10.0,10.0,40.0,15.0
3214,25,65,5,10.0,10.0,45.0,15.0
3215,25,65,10,10.0,10.0,45.0,20.0
3216,25,65,15,10.0,10.0,50.0,20.0
3217,25,65,20,10.0,15.0,50.0,25.0
3218,25,65,25,15.0,15.0,50.0,25.0
3219,25,65,30,15.0,15.0,50.0,30.0
3220,25,65,35,15.0,15.0,50.0,30.0
3221,25,65,40,15.0,15.0,50.0,35.0
3222,25,65,45,15.0,15.0,55.0,40.0
3223,25,65,50,15.0,15.0,55.0,45.0
3224,25,65,55,15.0,15.0,55.0,50.0
3225,25,65,60,15.0,15.0,55.0,55.0
3226,25,65,65,15.0,15.0,55.0,60.0
3227,25,65,70,15.0,15.0,55.0,65.0
3228,25,65,75,15.0,15.0,50.0,70.0
3229,25,65,80,15.0,15.0,50.0,75.0
3230,25,65,85,15.0,15.0,50.0,75.0
3231,25,65,90,15.0,15.0,50.0,80.0
3232,25,65,95,15.0,15.0,50.0,85.0
3233,25,65,100,15.0,15.0,50.0,85.0
3234,25,70,-5,10.0,10.0,40.0,15.0
3235,25,70,0,10.0,10.0,45.0,15.0
3236,25,70,5,10.0,10.0,45.0,20.0
3237,25,70,10,10.0,10.0,50.0,20.0
3238,25,70,15,10.0,15.0,50.0,20.0
3239,25,70,20,10.0,15.0,50.0,25.0
3240,25,70,25,15.0,15.0,50.0,25.0
3241,25,70,30,15.0,15.0,50.0,30.0
3242,25,70,35,15.0,15.0,55.0,30.0
3243,25,70,40,15.0,15.0,55.0,35.0
3244,25,70,45,15.0,15.0,55.0,40.0
3245,25,70,50,15.0,15.0,55.0,45.0
3246,25,70,55,15.0,15.0,55.0,50.0
3247,25,70,60,10.0,15.0,55.0,55.0
3248,25,70,65,15.0,15.0,60.0,60.0
3249,25,70,70,15.0,15.0,55.0,65.0
3250,25,70,75,15.0,15.0,55.0,70.0
3251,25,70,80,15.0,15.0,55.0,70.0
3252,25,70,85,15.0,15.0,55.0,75.0
3253,25,70,90,15.0,15.0,55.0,80.0
3254,25,70,95,15.0,15.0,55.0,85.0
3255,25,70,100,15.0,15.0,55.0,85.0
3256,25,75,-5,10.0,10.0,40.0,15.0
3257,25,75,0,10.0,10.0,45.0,15.0
3258,25,75,5,10.0,10.0,45.0,20.0
3259,25,75,10,10.0,10.0,45.0,20.0
3260,25,75,15,10.0,10.0,50.0,25.0
3261,25,75,20,10.0,10.0,50.0,25.0
3262,25,75,25,15.0,15.0,55.0,30.0
3263,25,75,30,15.0,15.0,55.0,30.0
3264,25,75,35,15.0,15.0,55.0,35.0
3265,25,75,40,15.0,15.0,55.0,40.0
3266,25,75,45,15.0,15.0,55.0,40.0
3267,25,75,50,10.0,15.0,60.0,45.0
3268,25,75,55,15.0,15.0,60.0,50.0
3269,25,75,60,10.0,15.0,60.0,55.0
3270,25,75,65,15.0,15.0,60.0,60.0
3271,25,75,70,10.0,15.0,60.0,65.0
3272,25,75,75,15.0,15.0,60.0,70.0
3273,25,75,80,15.0,15.0,60.0,70.0
3274,25,75,85,15.0,15.0,60.0,75.0
3275,25,75,90,15.0,15.0,55.0,80.0
3276,25,75,95,15.0,15.0,55.0,85.0
3277,25,75,100,15.0,15.0,55.0,85.0
3278,25,80,-5,10.0,10.0,40.0,15.0
3279,25,80,0,10.0,10.0,45.0,15.0
3280,25,80,5,10.0,10.0,45.0,20.0
3281,25,80,10,10.0,10.0,50.0,25.0
3282,25,80,15,10.0,15.0,50.0,25.0
3283,25,80,20,10.0,15.0,55.0,30.0
3284,25,80,25,15.0,15.0,55.0,30.0
3285,25,80,30,10.0,15.0,55.0,35.0
3286,25,80,35,15.0,15.0,55.0,35.0
3287,25,80,40,15.0,15.0,60.0,40.0
3288,25,80,45,15.0,15.0,60.0,45.0
3289,25,80,50,15.0,15.0,60.0,50.0
3290,25,80,55,10.0,10.0,60.0,50.0
3291,25,80,60,15.0,15.0,60.0,60.0
3292,25,80,65,10.0,15.0,65.0,60.0
3293,25,80,70,10.0,15.0,65.0,65.0
3294,25,80,75,10.0,15.0,65.0,70.0
3295,25,80,80,10.0,10.0,65.0,75.0
3296,25,80,85,15.0,15.0,60.0,75.0
3297,25,80,90,15.0,15.0,60.0,80.0
3298,25,80,95,15.0,15.0,60.0,85.0
3299,25,80,100,15.0,15.0,60.0,85.0
3300,25,85,-5,10.0,10.0,45.0,15.0
3301,25,85,0,10.0,10.0,45.0,20.0
3302,25,85,5,10.0,10.0,50.0,20.0
3303,25,85,10,10.0,10.0,50.0,25.0
3304,25,85,15,10.0,10.0,50.0,30.0
3305,25,85,20,10.0,15.0,55.0,30.0
3306,25,85,25,10.0,15.0,55.0,35.0
3307,25,85,30,10.0,15.0,55.0,35.0
3308,25,85,35,15.0,15.0,60.0,40.0
3309,25,85,40,15.0,15.0,60.0,40.0
3310,25,85,45,15.0,15.0,60.0,45.0
3311,25,85,50,15.0,15.0,60.0,50.0
3312,25,85,55,10.0,10.0,60.0,55.0
3313,25,85,60,10.0,10.0,65.0,60.0
3314,25,85,65,10.0,15.0,65.0,65.0
3315,25,85,70,10.0,15.0,65.0,70.0
3316,25,85,75,10.0,15.0,65.0,70.0
3317,25,85,80,10.0,15.0,65.0,75.0
3318,25,85,85,15.0,15.0,65.0,80.0
3319,25,85,90,15.0,15.0,65.0,80.0
3320,25,85,95,15.0,15.0,65.0,85.0
3321,25,85,100,15.0,15.0,65.0,85.0
3322,25,90,-5,10.0,10.0,45.0,20.0
3323,25,90,0,10.0,10.0,45.0,20.0
3324,25,90,5,10.0,10.0,50.0,25.0
3325,25,90,10,10.0,10.0,50.0,25.0
3326,25,90,15,10.0,10.0,55.0,30.0
3327,25,90,20,10.0,15.0,55.0,30.0
3328,25,90,25,10.0,10.0,55.0,35.0
3329,25,90,30,10.0,15.0,55.0,40.0
3330,25,90,35,15.0,15.0,60.0,40.0
3331,25,90,40,15.0,15.0,55.0,45.0
3332,25,90,45,15.0,15.0,60.0,50.0
3333,25,90,50,15.0,15.0,60.0,55.0
3334,25,90,55,10.0,10.0,60.0,55.0
3335,25,90,60,10.0,15.0,65.0,60.0
3336,25,90,65,15.0,15.0,65.0,65.0
3337,25,90,70,10.0,15.0,65.0,70.0
3338,25,90,75,10.0,15.0,70.0,70.0
3339,25,90,80,15.0,15.0,70.0,75.0
3340,25,90,85,15.0,15.0,70.0,80.0
3341,25,90,90,15.0,15.0,70.0,85.0
3342,25,90,95,15.0,15.0,70.0,85.0
3343,25,90,100,15.0,15.0,65.0,85.0
3344,25,95,-5,10.0,10.0,45.0,20.0
3345,25,95,0,10.0,10.0,50.0,20.0
3346,25,95,5,10.0,10.0,50.0,25.0
3347,25,95,10,10.0,10.0,50.0,30.0
3348,25,95,15,10.0,15.0,55.0,30.0
3349,25,95,20,10.0,15.0,55.0,30.0
3350,25,95,25,10.0,15.0,55.0,35.0
3351,25,95,30,10.0,15.0,55.0,40.0
3352,25,95,35,15.0,15.0,55.0,45.0
3353,25,95,40,15.0,15.0,60.0,50.0
3354,25,95,45,15.0,15.0,60.0,50.0
3355,25,95,50,15.0,15.0,60.0,55.0
3356,25,95,55,10.0,15.0,60.0,60.0
3357,25,95,60,10.0,15.0,65.0,65.0
3358,25,95,65,15.0,15.0,65.0,65.0
3359,25,95,70,15.0,15.0,70.0,70.0
3360,25,95,75,15.0,15.0,70.0,75.0
3361,25,95,80,15.0,15.0,70.0,75.0
3362,25,95,85,15.0,15.0,70.0,80.0
3363,25,95,90,15.0,15.0,70.0,85.0
3364,25,95,95,15.0,15.0,70.0,85.0
3365,25,95,100,15.0,15.0,70.0,85.0
3366,25,100,-5,10.0,10.0,45.0,20.0
3367,25,100,0,10.0,10.0,50.0,25.0
3368,25,100,5,10.0,10.0,50.0,30.0
3369,25,100,10,10.0,10.0,50.0,30.0
3370,25,100,15,10.0,15.0,55.0,30.0
3371,25,100,20,10.0,15.0,55.0,35.0
3372,25,100,25,10.0,15.0,55.0,35.0
3373,25,100,30,10.0,15.0,55.0,45.0
3374,25,100,35,10.0,15.0,55.0,45.0
3375,25,100,40,15.0,15.0,60.0,50.0
3376,25,100,45,10.0,15.0,60.0,55.0
3377,25,100,50,10.0,15.0,60.0,60.0
3378,25,100,55,15.0,15.0,65.0,60.0
3379,25,100,60,10.0,15.0,65.0,65.0
3380,25,100,65,10.0,15.0,65.0,70.0
3381,25,100,70,15.0,15.0,70.0,70.0
3382,25,100,75,15.0,15.0,70.0,75.0
3383,25,100,80,15.0,15.0,70.0,75.0
3384,25,100,85,15.0,15.0,70.0,80.0
3385,25,100,90,15.0,15.0,70.0,85.0
3386,25,100,95,15.0,15.0,70.0,85.0
3387,25,100,100,15.0,15.0,70.0,90.0
3388,30,-5,-5,10.0,10.0,10.0,5.0
3389,30,-5,0,10.0,10.0,10.0,5.0
3390,30,-5,5,10.0,15.0,10.0,10.0
3391,30,-5,10,10.0,15.0,10.0,10.0
3392,30,-5,15,10.0,15.0,10.0,15.0
3393,30,-5,20,10.0,15.0,10.0,15.0
3394,30,-5,25,15.0,15.0,15.0,20.0
3395,30,-5,30,15.0,15.0,15.0,20.0
3396,30,-5,35,15.0,15.0,15.0,25.0
3397,30,-5,40,15.0,15.0,15.0,30.0
3398,30,-5,45,15.0,15.0,15.0,30.0
3399,30,-5,50,15.0,15.0,15.0,30.0
3400,30,-5,55,15.0,15.0,15.0,35.0
3401,30,-5,60,15.0,15.0,20.0,40.0
3402,30,-5,65,15.0,15.0,15.0,45.0
3403,30,-5,70,15.0,15.0,15.0,50.0
3404,30,-5,75,10.0,10.0,15.0,55.0
3405,30,-5,80,10.0,15.0,15.0,60.0
3406,30,-5,85,10.0,10.0,15.0,65.0
3407,30,-5,90,10.0,10.0,15.0,65.0
3408,30,-5,95,10.0,10.0,15.0,70.0
3409,30,-5,100,10.0,10.0,15.0,70.0
3410,30,0,-5,10.0,15.0,10.0,5.0
3411,30,0,0,10.0,15.0,10.0,5.0
3412,30,0,5,10.0,15.0,10.0,10.0
3413,30,0,10,10.0,15.0,10.0,10.0
3414,30,0,15,10.0,15.0,10.0,15.0
3415,30,0,20,10.0,15.0,15.0,15.0
3416,30,0,25,15.0,15.0,15.0,20.0
3417,30,0,30,15.0,15.0,15.0,25.0
3418,30,0,35,15.0,15.0,15.0,25.0
3419,30,0,40,15.0,15.0,20.0,30.0
3420,30,0,45,15.0,15.0,20.0,30.0
3421,30,0,50,15.0,15.0,20.0,35.0
3422,30,0,55,15.0,15.0,20.0,40.0
3423,30,0,60,15.0,15.0,20.0,45.0
3424,30,0,65,15.0,15.0,20.0,50.0
3425,30,0,70,15.0,15.0,20.0,55.0
3426,30,0,75,15.0,15.0,20.0,60.0
3427,30,0,80,15.0,15.0,15.0,60.0
3428,30,0,85,15.0,15.0,15.0,65.0
3429,30,0,90,10.0,10.0,15.0,70.0
3430,30,0,95,10.0,10.0,15.0,70.0
3431,30,0,100,15.0,10.0,15.0,70.0
3432,30,5,-5,10.0,15.0,10.0,10.0
3433,30,5,0,10.0,15.0,15.0,10.0
3434,30,5,5,10.0,15.0,15.0,10.0
3435,30,5,10,15.0,15.0,15.0,15.0
3436,30,5,15,15.0,15.0,15.0,15.0
3437,30,5,20,15.0,15.0,15.0,20.0
3438,30,5,25,15.0,15.0,15.0,20.0
3439,30,5,30,15.0,15.0,15.0,25.0
3440,30,5,35,15.0,15.0,15.0,25.0
3441,30,5,40,15.0,20.0,20.0,30.0
3442,30,5,45,15.0,15.0,20.0,35.0
3443,30,5,50,15.0,15.0,20.0,35.0
3444,30,5,55,15.0,15.0,20.0,40.0
3445,30,5,60,15.0,15.0,20.0,45.0
3446,30,5,65,15.0,15.0,20.0,50.0
3447,30,5,70,15.0,15.0,20.0,55.0
3448,30,5,75,15.0,15.0,20.0,60.0
3449,30,5,80,15.0,15.0,20.0,65.0
3450,30,5,85,15.0,15.0,20.0,70.0
3451,30,5,90,15.0,15.0,20.0,70.0
3452,30,5,95,15.0,15.0,15.0,70.0
3453,30,5,100,15.0,15.0,15.0,75.0
3454,30,10,-5,10.0,15.0,15.0,10.0
3455,30,10,0,10.0,15.0,15.0,10.0
3456,30,10,5,15.0,15.0,15.0,10.0
3457,30,10,10,15.0,15.0,15.0,15.0
3458,30,10,15,15.0,15.0,15.0,15.0
3459,30,10,20,15.0,20.0,15.0,20.0
3460,30,10,25,15.0,20.0,20.0,25.0
3461,30,10,30,15.0,20.0,20.0,25.0
3462,30,10,35,15.0,15.0,20.0,30.0
3463,30,10,40,15.0,20.0,20.0,35.0
3464,30,10,45,15.0,20.0,20.0,35.0
3465,30,10,50,15.0,20.0,20.0,40.0
3466,30,10,55,15.0,20.0,20.0,45.0
3467,30,10,60,15.0,20.0,20.0,50.0
3468,30,10,65,15.0,15.0,20.0,55.0
3469,30,10,70,15.0,15.0,20.0,60.0
3470,30,10,75,15.0,15.0,20.0,60.0
3471,30,10,80,15.0,15.0,20.0,65.0
3472,30,10,85,15.0,15.0,20.0,70.0
3473,30,10,90,15.0,15.0,20.0,70.0
3474,30,10,95,15.0,15.0,20.0,75.0
3475,30,10,100,15.0,15.0,20.0,75.0
3476,30,15,-5,10.0,15.0,20.0,10.0
3477,30,15,0,10.0,15.0,20.0,10.0
3478,30,15,5,15.0,15.0,20.0,10.0
3479,30,15,10,15.0,15.0,20.0,15.0
3480,30,15,15,15.0,20.0,20.0,15.0
3481,30,15,20,15.0,20.0,20.0,20.0
3482,30,15,25,15.0,20.0,20.0,25.0
3483,30,15,30,15.0,20.0,20.0,25.0
3484,30,15,35,15.0,20.0,20.0,30.0
3485,30,15,40,15.0,20.0,20.0,35.0
3486,30,15,45,15.0,20.0,20.0,40.0
3487,30,15,50,15.0,20.0,25.0,40.0
3488,30,15,55,20.0,20.0,25.0,45.0
3489,30,15,60,15.0,20.0,25.0,50.0
3490,30,15,65,15.0,20.0,25.0,55.0
3491,30,15,70,15.0,20.0,20.0,60.0
3492,30,15,75,15.0,20.0,20.0,65.0
3493,30,15,80,15.0,15.0,25.0,65.0
3494,30,15,85,15.0,15.0,25.0,70.0
3495,30,15,90,15.0,15.0,25.0,75.0
3496,30,15,95,15.0,15.0,20.0,75.0
3497,30,15,100,15.0,15.0,20.0,75.0
3498,30,20,-5,10.0,15.0,20.0,10.0
3499,30,20,0,10.0,15.0,20.0,10.0
3500,30,20,5,15.0,15.0,20.0,10.0
3501,30,20,10,15.0,15.0,25.0,15.0
3502,30,20,15,15.0,20.0,25.0,15.0
3503,30,20,20,15.0,20.0,25.0,20.0
3504,30,20,25,15.0,20.0,25.0,25.0
3505,30,20,30,15.0,20.0,25.0,30.0
3506,30,20,35,20.0,20.0,25.0,35.0
3507,30,20,40,20.0,20.0,25.0,35.0
3508,30,20,45,20.0,20.0,25.0,40.0
3509,30,20,50,20.0,20.0,25.0,45.0
3510,30,20,55,20.0,20.0,25.0,50.0
3511,30,20,60,20.0,20.0,25.0,50.0
